Indicator,Type,Malware Families,Related Actors,Related Reports,Kill Chain
zjt.2023.ebeenj.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
jtw.plan.gemmadeealexander.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
zpbvl.settings.oysterfloats.org,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
sbn.novelty.akibacreative.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
tkyt.workout.oystergardener.net,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
goigt.photo.beyoudcor.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
libgr.distributors.commdistinc.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
qaiq.our.openarmscv.org,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
bbmr.settings.oysterfloats.org,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
phhai.plan.gemmadeealexander.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
caxsf.rfc.zitoprohealth.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
jbvia.places.creeksidehuntingpreserve.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
xmja.photo.beyoudcor.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
tkk.2023.ebeenj.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
mkzk.plan.gemmadeealexander.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
gaszz.members.openarmscv.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
upny.layout.oystergardens.us,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
bleu.rfc.zitoprohealth.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
mphqg.2023.ebeenj.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
hhypp.plan.gemmadeealexander.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
tpceo.distributors.commdistinc.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
blh.2023.ebeenj.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
yfye.cloudid.coffeeonboard.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
bfwy.excluded.everyadpaysmefirst.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
qvo.rfc.zitoprohealth.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
kfsg.timeline.transversallearning.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
mevwz.2023.ebeenj.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
hlgx.workout.oystergardener.net,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
djhl.result.garrettcountygranfondo.org,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
qdx.timeline.transversallearning.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
lbymv.2023.ebeenj.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
vsniq.result.garrettcountygranfondo.org,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
jnz.sync.oystergardens.club,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
rmvh.result.garrettcountygranfondo.org,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
yzsr.plan.gemmadeealexander.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
kzst.collection.aixpirts.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
pbpb.colors.usajicgu.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
oqk.layout.oystergardens.us,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
cely.scheme.corycabana.net,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
quxgr.sync.oystergardens.club,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
cvgh.collection.aixpirts.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
sdoh.collection.aixpirts.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
rsal.our.openarmscv.org,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
agas.layout.oystergardens.us,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
ifvaa.timeline.transversallearning.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
wvmnz.scheme.corycabana.net,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
ujoqd.workout.oystergardener.net,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
frn.workout.oystergardener.net,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
otpa.settings.oysterfloats.org,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
sfh.scheme.corycabana.net,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
qbyl.plan.gemmadeealexander.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
oblez.layout.oystergardens.us,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
mbq.collection.aixpirts.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
xwxqw.settings.oysterfloats.org,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
kkzgh.layout.oystergardens.us,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
xkcwb.distributors.commdistinc.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
pwygu.plan.gemmadeealexander.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
wbnh.settings.oysterfloats.org,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
edpse.photo.beyoudcor.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
tmqt.photo.beyoudcor.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
ldsjx.workout.oystergardener.net,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
wxadl.collection.aixpirts.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
awva.photo.beyoudcor.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
whmpu.places.creeksidehuntingpreserve.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
juvb.sync.oystergardens.club,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
hgxb.members.openarmscv.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
ztbyf.honors.howamerica.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
uedtc.honors.howamerica.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
ezsq.caching.oysterfloats.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
hqert.members.openarmscv.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
zej.members.openarmscv.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
vbbl.our.openarmscv.org,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
xro.result.garrettcountygranfondo.org,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
gemf.places.creeksidehuntingpreserve.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
slma.our.openarmscv.org,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
nrh.members.openarmscv.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
wybig.day.50adayplan.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
shizk.day.50adayplan.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
arvc.places.creeksidehuntingpreserve.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
xbfwn.collection.aixpirts.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
swtgm.collection.aixpirts.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
poa.2023.ebeenj.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
ohdaz.photo.beyoudcor.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
tmboh.workout.oystergardener.net,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
veal.scheme.corycabana.net,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
atrqp.caching.oysterfloats.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
xvxt.day.50adayplan.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
ivh.colors.usajicgu.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
dyj.result.garrettcountygranfondo.org,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
wpn.timeline.transversallearning.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
vmalf.day.50adayplan.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
zrxqu.2023.ebeenj.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
res.members.openarmscv.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
vlnq.photo.beyoudcor.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
fslq.day.50adayplan.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
hlgx.colors.usajicgu.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
pfkfp.photo.beyoudcor.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
ioc.places.creeksidehuntingpreserve.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
jhvqt.scheme.corycabana.net,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
bopnm.timeline.transversallearning.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
wnkhh.novelty.akibacreative.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
hpgbf.scheme.corycabana.net,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
vby.places.creeksidehuntingpreserve.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
mfu.excluded.everyadpaysmefirst.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
zolbr.novelty.akibacreative.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
ekjk.caching.oysterfloats.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
hzu.our.openarmscv.org,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
shal.places.creeksidehuntingpreserve.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
lxdi.2023.ebeenj.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
omnh.our.openarmscv.org,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
vyivw.layout.oystergardens.us,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
futu.places.creeksidehuntingpreserve.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
cwk.distributors.commdistinc.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
jxjfx.photo.beyoudcor.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
wvig.places.creeksidehuntingpreserve.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
buac.colors.usajicgu.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
dvkq.colors.usajicgu.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
dvfo.photo.beyoudcor.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
sag.distributors.commdistinc.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
zbkn.settings.oysterfloats.org,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
ibaft.places.creeksidehuntingpreserve.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
zrxq.rfc.zitoprohealth.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
fwaf.round.fishingreelinvestment.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
rszxy.workout.oystergardener.net,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
wec.colors.usajicgu.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
xsjs.rfc.zitoprohealth.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
bwxj.colors.usajicgu.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
jlkc.scheme.corycabana.net,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
iwg.honors.howamerica.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
xcpl.our.openarmscv.org,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
horze.scheme.corycabana.net,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
aewe.round.fishingreelinvestment.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
rqqm.colors.usajicgu.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
qzg.honors.howamerica.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
mel.places.creeksidehuntingpreserve.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
yui.day.50adayplan.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
gnreb.caching.oysterfloats.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
xggem.day.50adayplan.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
xgnf.collection.aixpirts.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
flvkd.collection.aixpirts.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
fgquv.collection.aixpirts.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
bnyr.colors.usajicgu.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
ktuj.members.openarmscv.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
lmm.scheme.corycabana.net,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
wwk.members.openarmscv.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
jngdf.scheme.corycabana.net,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
hmhsd.day.50adayplan.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
jigg.distributors.commdistinc.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
fyv.distributors.commdistinc.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
xqz.scheme.corycabana.net,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
ccmk.members.openarmscv.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
xvgn.places.creeksidehuntingpreserve.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
knrfr.collection.aixpirts.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
zob.members.openarmscv.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
nbh.members.openarmscv.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
ytjc.collection.aixpirts.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
jekdx.our.openarmscv.org,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
ijpwy.distributors.commdistinc.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
yjh.round.fishingreelinvestment.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
vfn.honors.howamerica.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
oplk.colors.usajicgu.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
aptu.our.openarmscv.org,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
tjmz.our.openarmscv.org,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
tbbj.scheme.corycabana.net,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
cqya.places.creeksidehuntingpreserve.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
lws.round.fishingreelinvestment.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
kecju.places.creeksidehuntingpreserve.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
cti.our.openarmscv.org,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
izu.places.creeksidehuntingpreserve.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
gho.colors.usajicgu.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
167.235.49.241,IP Address,Salityv4,SALTY SPIDER,--,--
pdooq.round.fishingreelinvestment.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
procesoexitos1.duckdns.org,Domain,AsyncRAT,--,--,--
rjtw.round.fishingreelinvestment.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
hgfcg.round.fishingreelinvestment.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
157.254.223.57,IP Address,RedLineStealer,--,--,Command & Control (C2) > Actions on Objectives
fyj.sync.oystergardens.club,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
lzv.sync.oystergardens.club,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
yip.round.fishingreelinvestment.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
193.233.132.74,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
luno-okta.com,Domain,--,--,--,--
typeform-okta.com,Domain,--,--,--,--
34.244.110.66,IP Address,Quasar,--,--,Command & Control (C2) > Actions on Objectives
been-republic.gl.at.ply.gg,Domain,AsyncRAT,--,--,--
167.235.156.18,IP Address,Salityv3,SALTY SPIDER,--,--
79.61.240.186,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
218.166.105.91,IP Address,Salityv3,SALTY SPIDER,--,--
168.119.121.187,IP Address,Salityv4,SALTY SPIDER,--,--
128.140.97.99,IP Address,Salityv3,SALTY SPIDER,--,--
161.35.23.84,IP Address,Salityv4,SALTY SPIDER,--,--
159.65.201.193,IP Address,Salityv3,SALTY SPIDER,--,--
167.172.74.237,IP Address,Meterpreter,--,--,Command & Control (C2)
213.142.148.134,IP Address,Quasar,--,--,Command & Control (C2) > Actions on Objectives
192.169.5.207,IP Address,Quasar,--,--,Command & Control (C2) > Actions on Objectives
bendicionesdios.dynuddns.net,Domain,AsyncRAT,BLIND SPIDER,--,--
senthy.onlinewebshop.net,Domain,--,VELVET CHOLLIMA,--,--
tendy.myartsonline.com,Domain,--,VELVET CHOLLIMA,--,--
211.110.82.67,IP Address,--,VELVET CHOLLIMA,--,--
64.226.64.141,IP Address,RedLineStealer,--,--,Command & Control (C2) > Actions on Objectives
111.173.118.77,IP Address,Meterpreter,--,--,Command & Control (C2)
147.78.103.72,IP Address,Quasar,--,--,Command & Control (C2) > Actions on Objectives
147.78.103.73,IP Address,Quasar,--,--,Command & Control (C2) > Actions on Objectives
93.123.39.34,IP Address,Rhadamanthys,--,--,Command & Control (C2)
dfs0cornr6tn5.cloudfront.net,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
3.214.136.11,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
188.213.34.74,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
47.245.11.86,IP Address,ChangemeRAT,--,--,Command & Control (C2)
192.3.109.132,IP Address,Remcos,--,--,Command & Control (C2)
www.feeclng.com,Domain,GuLoader,--,--,--
teamadmin.duckdns.org,Domain,Remcos,--,--,--
njtrial.duckdns.org,Domain,njRAT,--,--,--
qutz.duckdns.org,Domain,Quasar,--,--,Actions on Objectives
novomrcos.duckdns.org,Domain,Remcos,--,--,--
asystore.duckdns.org,Domain,AsyncRAT,--,--,--
store4.ro,Domain,Azorult,--,--,--
5.187.21.99,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
46.226.166.75,IP Address,RedLineStealer,--,--,Command & Control (C2) > Actions on Objectives
154.90.63.253,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
ca1.sytes.net,Domain,Comome,--,--,--
bug-distant-vcr-recruiting.trycloudflare.com,Domain,AhMyth,--,--,Actions on Objectives
windows1809.ddns.net,Domain,"DarkComet, NanoCore",--,--,--
zerkar-35883.portmap.io,Domain,AsyncRAT,--,--,--
yacomet.duckdns.org,Domain,DarkComet,--,--,--
www.exiles.site,Domain,Quasar,--,--,Actions on Objectives
192.151.244.144,IP Address,Quasar,--,--,Command & Control (C2) > Actions on Objectives
makeagooddealbro.com,Domain,AmadeyLoader,--,--,--
146.70.85.188,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
gooqlefonts.com,Domain,--,--,--,--
maccloudservice.com,Domain,--,--,--,--
77.205.143.19,IP Address,AhMyth,--,--,Command & Control (C2) > Actions on Objectives
backupport.com,Domain,--,--,--,--
188.165.82.49,IP Address,--,--,--,--
87.5.244.23,IP Address,Salityv3,SALTY SPIDER,--,--
94.156.66.115,IP Address,LokiBot,--,--,Command & Control (C2)
194.68.170.59,IP Address,"AnchorDNS, RisePro",WIZARD SPIDER,--,Command & Control (C2) > Actions on Objectives
27.188.166.34,IP Address,Salityv3,SALTY SPIDER,--,--
46.56.69.146,IP Address,Salityv3,SALTY SPIDER,--,Command & Control (C2)
218.166.105.89,IP Address,Salityv3,SALTY SPIDER,--,--
mamore.live,Domain,--,--,--,--
dison.live,Domain,--,--,--,--
constanciarfc.info,Domain,--,--,--,--
